machine_id,department,failure_type,ttf
4,Welding,Mechanical,7158.718074624073
2,Welding,Mechanical,334.9678256415749
2,Welding,Electrical,770.7928220054243
1,Packaging,Electrical,1740.6103884855302
3,Packaging,Electrical,1254.630863450084
3,Packaging,Electrical,866.7819832200352
2,Welding,Electrical,503.25698784447974
2,Welding,Mechanical,362.40537822566426
1,Packaging,Mechanical,1111.8229018670577
3,Packaging,Electrical,640.4064593570912
3,Packaging,Mechanical,470.7703088472887
4,Welding,Mechanical,1779.3756675171771
1,Packaging,Electrical,4228.709929287092
4,Welding,Mechanical,2721.615286253685
4,Welding,Electrical,727.3401884744065
4,Welding,Electrical,191.9767441340535
3,Packaging,Mechanical,1684.0668170840786
2,Welding,Mechanical,441.4369781806423
4,Welding,Electrical,818.120050684488
3,Packaging,Mechanical,4136.098692649247
2,Welding,Mechanical,271.3405797229441
3,Packaging,Electrical,1213.3387135851856
3,Packaging,Electrical,529.0309990323204
4,Welding,Mechanical,3707.8196072780397
4,Welding,Mechanical,13697.512705119636
3,Packaging,Mechanical,2088.65135953936
4,Welding,Mechanical,16678.627320283536
4,Welding,Electrical,1139.2790916591123
3,Packaging,Electrical,639.8836763017781
3,Packaging,Mechanical,448.9748310161284
4,Welding,Electrical,769.338506026705
4,Welding,Electrical,620.8124532448967
1,Packaging,Mechanical,3507.119744534906
4,Welding,Mechanical,3221.7152696258413
3,Packaging,Electrical,1554.885248758506
4,Welding,Mechanical,1089.0198128782588
1,Packaging,Electrical,14377.859147960506
4,Welding,Electrical,435.470312662785
3,Packaging,Electrical,734.9324895565394
4,Welding,Mechanical,1554.2930050733992
2,Welding,Electrical,164.79116287531087
2,Welding,Mechanical,208.32000742416795
2,Welding,Electrical,1513.4834703874994
4,Welding,Electrical,408.3026036437149
1,Packaging,Electrical,129.9651748842139
4,Welding,Mechanical,7736.661333518806
1,Packaging,Mechanical,933.5179414541949
4,Welding,Mechanical,474.01365709543353
2,Welding,Electrical,738.2604952363357
1,Packaging,Mechanical,1400.7954428801265
1,Packaging,Mechanical,116.71361232267152
3,Packaging,Mechanical,1068.4130526610284
2,Welding,Mechanical,38.38259452627329
3,Packaging,Mechanical,650.8202244740608
3,Packaging,Mechanical,1259.4229382431322
4,Welding,Mechanical,7993.473893432562
3,Packaging,Mechanical,2210.834964205262
4,Welding,Mechanical,345.0271645242413
3,Packaging,Electrical,685.340028839347
2,Welding,Mechanical,444.57587610508125
3,Packaging,Electrical,953.8994511585925
1,Packaging,Mechanical,1187.672052737792
2,Welding,Mechanical,97.96662231364037
2,Welding,Electrical,2148.044763933924
2,Welding,Mechanical,532.4940936438397
2,Welding,Mechanical,132.41758003219041
2,Welding,Mechanical,549.6519050607427
1,Packaging,Mechanical,720.6333859626596
4,Welding,Electrical,549.1457891920292
1,Packaging,Mechanical,1511.4881974350756
3,Packaging,Electrical,1085.650006035041
2,Welding,Electrical,4121.516269131054
1,Packaging,Electrical,832.2182008542454
4,Welding,Electrical,345.7845323448739
2,Welding,Mechanical,212.87762328031033
2,Welding,Mechanical,428.10443980422815
4,Welding,Mechanical,893.0458679238424
2,Welding,Mechanical,400.7662365806793
4,Welding,Electrical,462.00007129629773
3,Packaging,Electrical,1893.7775606555929
3,Packaging,Mechanical,2344.110661402802
2,Welding,Electrical,2218.2767059120015
3,Packaging,Electrical,478.637192550731
2,Welding,Mechanical,481.65069403754177
4,Welding,Mechanical,141.45380967821765
4,Welding,Electrical,180.2848060328978
4,Welding,Electrical,333.0466447412848
4,Welding,Electrical,683.9455763684185
3,Packaging,Mechanical,1364.7054742873315
3,Packaging,Electrical,1197.995893255137
4,Welding,Electrical,357.3691472375858
2,Welding,Mechanical,583.6769032219152
4,Welding,Mechanical,2845.8517882162705
4,Welding,Mechanical,918.0163041848554
4,Welding,Electrical,322.86626258143036
1,Packaging,Mechanical,263.2991126191487
1,Packaging,Mechanical,623.4288765017816
3,Packaging,Electrical,803.3098690887136
4,Welding,Mechanical,2526.010461396671
4,Welding,Mechanical,3598.2242775867503
4,Welding,Electrical,778.3923109692654
1,Packaging,Mechanical,1016.8530096359926
3,Packaging,Mechanical,1666.3845973698017
2,Welding,Mechanical,828.1042300755828
2,Welding,Mechanical,435.8914163656195
2,Welding,Mechanical,270.95343929658367
1,Packaging,Electrical,42605.86007575637
2,Welding,Electrical,1754.487952640819
2,Welding,Mechanical,377.64400976515526
4,Welding,Electrical,540.3935339884691
1,Packaging,Mechanical,787.7458946754114
4,Welding,Electrical,119.06672326284455
1,Packaging,Mechanical,585.7264721220251
1,Packaging,Electrical,7833.713741587919
4,Welding,Mechanical,1050.1168813759818
2,Welding,Electrical,95.27314477109118
4,Welding,Electrical,1082.2981463752512
2,Welding,Mechanical,370.793754001262
4,Welding,Mechanical,1874.4169632590076
3,Packaging,Mechanical,7444.251768782855
2,Welding,Electrical,585.1114315480843
1,Packaging,Electrical,4754.215541869102
2,Welding,Electrical,69.95187330046703
2,Welding,Electrical,499.0103673350012
4,Welding,Electrical,745.3185873110396
4,Welding,Mechanical,378.98512595108633
1,Packaging,Electrical,41.729888327262
3,Packaging,Mechanical,760.0200026553681
1,Packaging,Electrical,5241.153613645672
3,Packaging,Electrical,698.0813321493576
2,Welding,Electrical,1573.4243079912708
3,Packaging,Mechanical,7006.872387855192
4,Welding,Mechanical,5396.3201728658005
4,Welding,Electrical,525.6973878555167
1,Packaging,Electrical,187.51156113148812
4,Welding,Electrical,549.1025100135053
2,Welding,Mechanical,450.6526662240983
4,Welding,Mechanical,5958.321585805457
1,Packaging,Electrical,62.26187676022419
2,Welding,Mechanical,669.673169445771
4,Welding,Electrical,260.6351559345289
3,Packaging,Electrical,905.5631554852312
2,Welding,Mechanical,350.13954649159865
3,Packaging,Electrical,1332.0187437892846
1,Packaging,Mechanical,1035.8386329252864
1,Packaging,Mechanical,2630.0514055268472
1,Packaging,Mechanical,1207.5328598901383
3,Packaging,Mechanical,484.2923838554119
1,Packaging,Electrical,2221.0198627233963
1,Packaging,Electrical,1474.381538515035
3,Packaging,Electrical,954.0536832006154
1,Packaging,Mechanical,2316.462600198368
3,Packaging,Mechanical,3073.152771160708
1,Packaging,Mechanical,2648.8369802312927
1,Packaging,Mechanical,2307.077294701058
2,Welding,Electrical,1479.525318253691
1,Packaging,Electrical,4014.471537473387
4,Welding,Electrical,656.1379728822528
2,Welding,Electrical,2693.627329547773
4,Welding,Mechanical,873.9260844442123
3,Packaging,Mechanical,3614.813059886899
2,Welding,Electrical,2843.022954089934
4,Welding,Electrical,620.7859383015808
3,Packaging,Electrical,1185.1695563470334
4,Welding,Electrical,241.81243551475217
4,Welding,Electrical,688.1247357212072
3,Packaging,Electrical,1215.8640943258529
1,Packaging,Electrical,240.6682406231606
1,Packaging,Mechanical,585.9041976270398
4,Welding,Mechanical,3922.726514549416
1,Packaging,Electrical,13674.770836487447
3,Packaging,Electrical,926.4198418489568
1,Packaging,Mechanical,1492.2738756242738
4,Welding,Mechanical,294.7230387323114
3,Packaging,Mechanical,732.3506907385637
1,Packaging,Mechanical,548.149355090444
1,Packaging,Mechanical,971.329204639986
3,Packaging,Electrical,892.8793130554516
4,Welding,Mechanical,4850.749295057534
4,Welding,Electrical,360.95672575122546
2,Welding,Electrical,3154.414028555279
4,Welding,Electrical,235.94794678981415
2,Welding,Mechanical,772.4129883282255
2,Welding,Electrical,606.7941241165266
3,Packaging,Mechanical,575.2228656173081
3,Packaging,Electrical,1998.766179743287
4,Welding,Electrical,351.71334571132684
2,Welding,Mechanical,105.01408309502264
1,Packaging,Electrical,3194.229317372098
1,Packaging,Mechanical,1288.8667380333807
3,Packaging,Electrical,535.3903750227038
1,Packaging,Electrical,4809.112307326643
2,Welding,Electrical,378.0623983762551
4,Welding,Mechanical,2564.0233831095843
1,Packaging,Electrical,617.5514582779548
1,Packaging,Mechanical,229.31190856062986
1,Packaging,Electrical,2718.0193943128124
1,Packaging,Electrical,15062.766295745972
1,Packaging,Mechanical,189.3205185153808
3,Packaging,Electrical,1295.3777541033328
1,Packaging,Mechanical,1589.692818748256
4,Welding,Electrical,779.2071542395033
2,Welding,Electrical,1737.2511116482046
4,Welding,Mechanical,754.8471052297559
3,Packaging,Mechanical,2484.6484109921817
4,Welding,Electrical,804.8673188595973
1,Packaging,Electrical,535.0444207112711
1,Packaging,Electrical,2533.2627665285295
3,Packaging,Mechanical,1541.090099216653
1,Packaging,Mechanical,963.7924206633596
3,Packaging,Electrical,666.1618130988808
1,Packaging,Electrical,640.3281486057722
4,Welding,Mechanical,4589.371829030019
1,Packaging,Electrical,33711.50787790159
1,Packaging,Electrical,5183.909207775389
3,Packaging,Mechanical,1563.4294433693826
2,Welding,Mechanical,317.7883632372902
4,Welding,Mechanical,246.93672472914216
2,Welding,Electrical,1664.6038289823405
2,Welding,Mechanical,156.63152074609235
3,Packaging,Electrical,1026.8384963375797
2,Welding,Electrical,44.295312726579475
4,Welding,Mechanical,3739.151386674852
1,Packaging,Electrical,1336.0759638691343
3,Packaging,Electrical,807.2247600005999
1,Packaging,Mechanical,377.78152480172724
3,Packaging,Mechanical,3044.904810149278
2,Welding,Electrical,811.3166722296746
2,Welding,Mechanical,438.23680433768084
4,Welding,Electrical,297.1670115001583
2,Welding,Mechanical,504.00379932658535
1,Packaging,Mechanical,794.2591454148915
2,Welding,Electrical,2547.3720388981255
4,Welding,Mechanical,4949.052707433463
1,Packaging,Electrical,19591.825548226327
2,Welding,Electrical,1046.1328509660857
3,Packaging,Electrical,986.5423478348396
1,Packaging,Mechanical,886.76553596557
4,Welding,Electrical,709.4613156737366
1,Packaging,Electrical,8256.06218993924
3,Packaging,Electrical,395.59340780494426
1,Packaging,Electrical,6881.876606799999
3,Packaging,Mechanical,4123.3004392830835
4,Welding,Electrical,339.23865664561646
3,Packaging,Electrical,516.8001729655458
3,Packaging,Mechanical,3117.9521025036274
2,Welding,Mechanical,43.83840852489499
3,Packaging,Mechanical,51.46483725049899
3,Packaging,Mechanical,1187.550944678306
2,Welding,Electrical,848.0563439256049
1,Packaging,Electrical,11244.932841470043
3,Packaging,Electrical,894.8283608929742
4,Welding,Electrical,889.54517965953
2,Welding,Electrical,1548.4626281372252
4,Welding,Mechanical,769.9926957684999
1,Packaging,Electrical,45773.941439212984
2,Welding,Electrical,2427.7073374654315
1,Packaging,Mechanical,1519.4365771387506
2,Welding,Electrical,2127.283614031287
2,Welding,Mechanical,142.87390168674358
1,Packaging,Mechanical,441.40425966763206
2,Welding,Electrical,4048.8656626655406
2,Welding,Electrical,3559.381464236311
1,Packaging,Electrical,5614.52780318338
4,Welding,Mechanical,336.9289148266367
2,Welding,Electrical,1305.3170548468433
2,Welding,Mechanical,426.0126238416783
1,Packaging,Electrical,533.0881700526285
3,Packaging,Mechanical,328.98102891209123
2,Welding,Electrical,51.237671506417605
2,Welding,Mechanical,255.6322442381059
1,Packaging,Electrical,588.4034654026757
3,Packaging,Mechanical,413.2227716430924
2,Welding,Electrical,1054.6346878835427
1,Packaging,Mechanical,999.700004277039
4,Welding,Mechanical,1442.9396865946846
1,Packaging,Mechanical,2109.7817237237655
2,Welding,Mechanical,368.2097153634957
2,Welding,Mechanical,545.4826678185191
2,Welding,Electrical,622.2277678662334
3,Packaging,Mechanical,551.98149691539
4,Welding,Mechanical,971.9184889411238
4,Welding,Electrical,129.6247766903166
4,Welding,Mechanical,2401.066201679477
3,Packaging,Electrical,1356.4033949711252
4,Welding,Electrical,465.8451925393361
4,Welding,Mechanical,416.0579088345481
2,Welding,Mechanical,740.1035193848439
3,Packaging,Mechanical,4770.590726459936
1,Packaging,Electrical,5788.156115124306
3,Packaging,Electrical,402.2214101724902
3,Packaging,Mechanical,1528.1911896327886
1,Packaging,Electrical,1288.1998664441833
1,Packaging,Mechanical,707.4131322545663
1,Packaging,Mechanical,377.5631184924021
2,Welding,Electrical,50.20305473162079
2,Welding,Mechanical,400.05972819320857
3,Packaging,Electrical,1094.4022755189399
4,Welding,Electrical,511.37041952313456
1,Packaging,Mechanical,1019.8148225040833
1,Packaging,Mechanical,1414.7438604425188
2,Welding,Mechanical,391.5188355976595
2,Welding,Mechanical,223.45682221069438
2,Welding,Mechanical,187.74654232795604
1,Packaging,Electrical,5710.260244201418
4,Welding,Mechanical,7545.561950929826
1,Packaging,Electrical,7784.943761221368
4,Welding,Mechanical,10182.141517417182
4,Welding,Mechanical,1905.6355725464705
1,Packaging,Mechanical,2231.0883788253627
2,Welding,Mechanical,146.93811134832495
2,Welding,Electrical,672.3436228096596
4,Welding,Electrical,778.1290292998069
4,Welding,Mechanical,210.9954423489888
4,Welding,Electrical,157.3190290336505
3,Packaging,Electrical,1014.9474176053357
1,Packaging,Electrical,2907.667404923267
4,Welding,Electrical,53.68694866480793
2,Welding,Mechanical,196.17006487599338
4,Welding,Mechanical,3956.9192102306392
3,Packaging,Mechanical,1095.5455910356875
1,Packaging,Electrical,7088.409662351591
1,Packaging,Mechanical,557.4042131594574
4,Welding,Electrical,584.685586187679
4,Welding,Electrical,394.20084523589765
1,Packaging,Mechanical,693.056630465764
2,Welding,Mechanical,598.0584815949187
1,Packaging,Mechanical,964.5108717290195
4,Welding,Electrical,783.7530761049966
1,Packaging,Electrical,3615.8636257977796
2,Welding,Electrical,6.926311978188107
2,Welding,Mechanical,390.9771398523703
1,Packaging,Mechanical,909.9977232955669
1,Packaging,Mechanical,675.1603270386465
2,Welding,Electrical,2223.0551824864183
4,Welding,Mechanical,6.535393604121971
1,Packaging,Mechanical,587.5425847230513
4,Welding,Mechanical,30.92523445992204
1,Packaging,Electrical,2390.238618625524
2,Welding,Electrical,3724.2349792266914
2,Welding,Mechanical,218.00066923912902
1,Packaging,Mechanical,615.4173147448289
1,Packaging,Electrical,6355.964154772448
1,Packaging,Mechanical,905.7300605197453
2,Welding,Mechanical,72.59836487249345
4,Welding,Mechanical,1455.1987086818508
2,Welding,Mechanical,354.66016974433694
1,Packaging,Mechanical,2385.4611368263922
1,Packaging,Mechanical,1137.0372783779485
4,Welding,Electrical,931.1303317182571
2,Welding,Electrical,2447.921567738211
4,Welding,Mechanical,1499.8905780546781
2,Welding,Electrical,500.8594263302097
2,Welding,Mechanical,223.13858220083657
3,Packaging,Mechanical,214.51824134960498
3,Packaging,Electrical,1154.6845444756286
4,Welding,Mechanical,331.8331704630148
1,Packaging,Mechanical,1327.831164902641
2,Welding,Mechanical,324.8933978078926
3,Packaging,Mechanical,5757.2114801498055
1,Packaging,Electrical,695.979881369946
3,Packaging,Electrical,196.8005471236766
3,Packaging,Electrical,795.1735341463054
3,Packaging,Electrical,1192.7641972810693
4,Welding,Mechanical,3318.884759405312
2,Welding,Mechanical,167.49810655501238
1,Packaging,Electrical,25960.908935966076
2,Welding,Mechanical,661.1129680017515
2,Welding,Mechanical,163.31568454297374
1,Packaging,Mechanical,646.7419674503046
4,Welding,Electrical,606.1416833623757
1,Packaging,Electrical,758.4268386360221
4,Welding,Electrical,418.05661076381534
3,Packaging,Mechanical,3513.5600899664123
4,Welding,Electrical,298.3115623526952
2,Welding,Electrical,483.79713667533196
3,Packaging,Mechanical,1620.937718524145
2,Welding,Electrical,2228.1711978727453
2,Welding,Mechanical,652.3948576789053
2,Welding,Electrical,4697.071249060973
2,Welding,Electrical,2742.2619980598874
3,Packaging,Mechanical,3901.193160448168
1,Packaging,Mechanical,1439.233104420492
2,Welding,Mechanical,104.32631101110528
1,Packaging,Mechanical,2240.6990128746575
4,Welding,Electrical,1337.943712865786
2,Welding,Mechanical,535.6381299182209
2,Welding,Electrical,894.6605832506871
2,Welding,Electrical,696.8208321447648
3,Packaging,Electrical,304.05045247254566
1,Packaging,Electrical,15813.481568697227
1,Packaging,Electrical,2297.983517521835
2,Welding,Mechanical,228.80179223294675
1,Packaging,Electrical,3584.801902321843
1,Packaging,Mechanical,996.5856158417813
4,Welding,Mechanical,5681.227209161157
2,Welding,Electrical,570.412529146657
3,Packaging,Mechanical,2594.373976572198
1,Packaging,Electrical,29271.873105657625
3,Packaging,Mechanical,6621.552955957815
3,Packaging,Electrical,763.3581819055921
4,Welding,Mechanical,2164.171500590671
4,Welding,Mechanical,4940.881110341113
3,Packaging,Electrical,2040.1343667323304
2,Welding,Electrical,394.47059723632844
1,Packaging,Mechanical,2433.858314973666
1,Packaging,Electrical,2179.1598421946856
2,Welding,Electrical,1938.5481480170147
4,Welding,Mechanical,5262.051845588967
1,Packaging,Electrical,44.78639218107465
3,Packaging,Mechanical,1211.813710403256
3,Packaging,Electrical,1459.1606558633393
3,Packaging,Electrical,1376.37212579094
1,Packaging,Electrical,5148.044388909197
2,Welding,Electrical,1022.9720065521346
3,Packaging,Mechanical,183.69464383943762
1,Packaging,Mechanical,1264.0921831795188
3,Packaging,Electrical,652.8366970454283
4,Welding,Electrical,900.0245972803343
4,Welding,Mechanical,12028.955387365995
2,Welding,Electrical,254.92451953429713
3,Packaging,Mechanical,3627.519478446204
2,Welding,Electrical,895.5134660380105
4,Welding,Mechanical,282.29428756299006
1,Packaging,Electrical,25490.81524800334
3,Packaging,Mechanical,3435.096821072388
2,Welding,Electrical,621.7374900466139
3,Packaging,Mechanical,2738.918595197097
4,Welding,Mechanical,6957.6265695858165
3,Packaging,Mechanical,75.01140507328422
1,Packaging,Mechanical,418.48302705373754
4,Welding,Electrical,699.9230484161101
3,Packaging,Mechanical,3398.059946680206
2,Welding,Mechanical,398.99607578715654
3,Packaging,Electrical,1530.057368817032
3,Packaging,Electrical,765.9150178039279
2,Welding,Electrical,4433.17585616481
2,Welding,Mechanical,380.3453819233201
4,Welding,Mechanical,646.5840130446968
2,Welding,Mechanical,363.11606481581504
4,Welding,Mechanical,113.60872992609916
3,Packaging,Electrical,610.6958790950289
4,Welding,Electrical,275.8021616175963
4,Welding,Mechanical,3878.5380170541
4,Welding,Mechanical,2697.758904132421
3,Packaging,Electrical,1015.6520327081798
4,Welding,Electrical,1009.1249397906364
1,Packaging,Electrical,8366.54720394461
3,Packaging,Mechanical,1251.0522329963126
1,Packaging,Mechanical,1402.0538206402962
1,Packaging,Electrical,4455.693689000782
3,Packaging,Electrical,585.47411771518
3,Packaging,Electrical,393.6817331175415
2,Welding,Mechanical,750.5229182635746
2,Welding,Mechanical,376.22666593280155
2,Welding,Mechanical,327.43246976377935
2,Welding,Mechanical,581.4209610390792
4,Welding,Mechanical,191.28619303972695
2,Welding,Electrical,287.41164283272843
3,Packaging,Electrical,1726.7560846609404
3,Packaging,Mechanical,1033.9293774775106
1,Packaging,Electrical,1369.5941294706283
3,Packaging,Mechanical,1305.024263450593
3,Packaging,Mechanical,1627.2083747257313
2,Welding,Electrical,1084.0013120288022
1,Packaging,Mechanical,1608.3713662636278
1,Packaging,Electrical,4748.883703149469
3,Packaging,Electrical,1975.648982132273
4,Welding,Mechanical,3029.0416279159185
2,Welding,Mechanical,602.1804570639588
4,Welding,Mechanical,1842.863844002732
4,Welding,Electrical,328.19261406667766
2,Welding,Mechanical,387.71707498501877
3,Packaging,Mechanical,1252.8111009724437
2,Welding,Electrical,541.3275816354662
1,Packaging,Mechanical,1040.8313592301079
2,Welding,Electrical,85.47714169226651
1,Packaging,Electrical,10852.241045013805
4,Welding,Mechanical,779.8937856620925
4,Welding,Mechanical,3757.7366408126463
3,Packaging,Electrical,588.2043801995108
2,Welding,Electrical,190.21639537439762
3,Packaging,Electrical,1676.138806121109
2,Welding,Mechanical,388.7439936500366
2,Welding,Mechanical,464.19908013096205
3,Packaging,Mechanical,233.04089271283482
1,Packaging,Mechanical,327.37482036789896
3,Packaging,Electrical,361.9582806594337
1,Packaging,Mechanical,988.2859446698471
4,Welding,Mechanical,1701.5095531600882
4,Welding,Electrical,612.078169018633
4,Welding,Electrical,525.3719696853996
4,Welding,Mechanical,4533.853359912336
1,Packaging,Mechanical,2143.804843001789
3,Packaging,Mechanical,2321.3479515984095
3,Packaging,Electrical,1512.0961140201657
4,Welding,Mechanical,2141.368920827795
4,Welding,Mechanical,45.79781619187093
3,Packaging,Electrical,516.3270611837387
2,Welding,Mechanical,449.54248445667577
2,Welding,Mechanical,219.32358290032533
1,Packaging,Electrical,9042.107153663155
1,Packaging,Mechanical,3232.4550930514297
1,Packaging,Mechanical,1242.0280034611524
2,Welding,Mechanical,265.6216584298285
2,Welding,Mechanical,451.17214049927645
4,Welding,Electrical,625.7389533165634
1,Packaging,Electrical,106.94001996422853
3,Packaging,Mechanical,1877.7918393157217
3,Packaging,Electrical,954.5039217362184
1,Packaging,Electrical,6200.082706849295
4,Welding,Mechanical,2248.4360029137583
1,Packaging,Mechanical,1495.3822274907432
3,Packaging,Mechanical,2778.7167700785603
2,Welding,Mechanical,370.5415267906317
3,Packaging,Electrical,442.02241284841455
2,Welding,Mechanical,764.1024435176338
4,Welding,Mechanical,3617.1817678017687
1,Packaging,Mechanical,1337.1687955556722
2,Welding,Electrical,2956.7770456919784
3,Packaging,Mechanical,4062.8633268826334
2,Welding,Mechanical,226.5455109872279
2,Welding,Mechanical,190.10268109049332
2,Welding,Electrical,2157.027376766213
2,Welding,Mechanical,423.1615768048431
4,Welding,Electrical,119.28571713336854
1,Packaging,Electrical,366.91837652779043
3,Packaging,Mechanical,2404.7210951132283
4,Welding,Mechanical,8271.002546371014
3,Packaging,Mechanical,249.73159655565416
2,Welding,Electrical,77.5862789112349
1,Packaging,Mechanical,2082.573832208101
4,Welding,Mechanical,268.81534352200697
1,Packaging,Mechanical,1306.9319027651072
3,Packaging,Mechanical,4952.037580602378
3,Packaging,Electrical,767.9384748798595
3,Packaging,Electrical,1286.4054632901043
2,Welding,Electrical,496.5652748257883
1,Packaging,Electrical,32414.8067006373
2,Welding,Electrical,1295.5703868752728
4,Welding,Electrical,132.56833641669715
3,Packaging,Electrical,1384.351373509236
2,Welding,Mechanical,292.74016449933436
3,Packaging,Electrical,1212.218700740322
1,Packaging,Electrical,13072.611443680697
3,Packaging,Mechanical,2028.496291844945
